-----------------------------------------------

data base for temperature anomalies (2009)
author: 
Dipl.-Ing. Robert Sitzenfrei
robert.sitzenfrei@uibk.ac.at

-----------------------------------------------

     I(m/m)   kf(m/s)    kfHzuV(-)    Q(m3/s    TempR(°C)    BD(h)    Disp(m)     L(m)       B(m)     Bhyd(m)     v(m/s)
  0.002000   0.005000          2   0.000500          5       2000         10  77.931730  14.780507   2.000000   0.000010
  0.002000   0.000500         10   0.000500          5       2000         10  75.472950  42.435366  20.000000   0.000001
  0.002000   0.000500          2   0.000500          5       2000         10  79.308059  31.270213  20.000000   0.000001
  0.003000   0.050000         10   0.000500          5       2000         10  21.023796   1.423424   0.133333   0.000150
  0.003000   0.050000          2   0.000500          5       2000         10  22.847319   1.432030   0.133333   0.000150
  0.003000   0.005000         10   0.000500          5       2000         10  73.038018  14.497500   1.333333   0.000015
  0.003000   0.005000          2   0.000500          5       2000         10  76.430854  11.512121   1.333333   0.000015
  0.003000   0.000500         10   0.000500          5       2000         10  69.105976  36.591354  13.333333   0.000002
  0.003000   0.000500          2   0.000500          5       2000         10  73.361205  31.805426  13.333333   0.000002
  0.000250   0.050000         10   0.000500          7       2000         10  45.891176  10.478434   1.600000   0.000013
  0.000250   0.050000          2   0.000500          7       2000         10  40.024992   7.585897   1.600000   0.000013
  0.000250   0.005000         10   0.000500          7       2000         10  61.660360  31.324755  16.000000   0.000001
  0.000250   0.005000          2   0.000500          7       2000         10  57.706152  24.102143  16.000000   0.000001
  0.000250   0.000500         10   0.000500          7       2000         10  33.895591  51.294476 160.000000   0.000000
  0.000250   0.000500          2   0.000500          7       2000         10  31.993544  43.813091 160.000000   0.000000
  0.001000   0.050000         10   0.000500          7       2000         10  26.570661   2.598650   0.400000   0.000050
  0.001000   0.050000          2   0.000500          7       2000         10  26.570661   2.427286   0.400000   0.000050
  0.001000   0.005000         10   0.000500          7       2000         10  51.788030  18.121875   4.000000   0.000005
  0.001000   0.005000          2   0.000500          7       2000         10  49.819675  14.780087   4.000000   0.000005
  0.001000   0.000500         10   0.000500          7       2000         10  51.788030  39.822759  40.000000   0.000000
  0.001000   0.000500          2   0.000500          7       2000         10  47.853944  32.988613  40.000000   0.000000
  0.002000   0.050000         10   0.000500          7       2000         10  11.401754   1.000000   0.200000   0.000100
  0.002000   0.050000          2   0.000500          7       2000         10  11.401754   1.000000   0.200000   0.000100
  0.002000   0.005000         10   0.000500          7       2000         10  47.853944  12.963846   2.000000   0.000010
  0.002000   0.005000          2   0.000500          7       2000         10  43.931765   9.997711   2.000000   0.000010
  0.002000   0.000500         10   0.000500          7       2000         10  65.620119  34.279592  20.000000   0.000001
  0.002000   0.000500          2   0.000500          7       2000         10  57.706152  26.467647  20.000000   0.000001
  0.003000   0.050000         10   0.000500          7       2000         10   1.000000   1.000000   0.133333   0.000150
  0.003000   0.050000          2   0.000500          7       2000         10   1.000000   1.000000   0.133333   0.000150
  0.003000   0.005000         10   0.000500          7       2000         10  40.024992   9.226086   1.333333   0.000015
  0.003000   0.005000          2   0.000500          7       2000         10  40.024992   7.765488   1.333333   0.000015
  0.003000   0.000500         10   0.000500          7       2000         10  61.660360  30.787338  13.333333   0.000002
  0.003000   0.000500          2   0.000500          7       2000         10  57.706152  24.637679  13.333333   0.000002
  0.000250   0.050000         10   0.000750          5       2000         10  94.321866  17.892982   2.400000   0.000013
  0.000250   0.050000          2   0.000750          5       2000         10  63.104918  12.843252   2.400000   0.000013
  0.000250   0.005000         10   0.000750          5       2000         10 101.204142 106.000000  24.000000   0.000001
  0.000250   0.005000          2   0.000750          5       2000         10  83.951468  32.397882  24.000000   0.000001
  0.000250   0.000500         10   0.000750          5       2000         10  52.449970  74.574206 200.000000   0.000000
  0.000250   0.000500          2   0.000750          5       2000         10  49.431691  63.943704 200.000000   0.000000
  0.001000   0.050000         10   0.000750          5       2000         10  45.891176   7.855589   0.600000   0.000050
  0.001000   0.050000          2   0.000750          5       2000         10  45.891176   6.950258   0.600000   0.000050
  0.001000   0.005000         10   0.000750          5       2000         10  89.363040  32.372265   6.000000   0.000005
  0.001000   0.005000          2   0.000750          5       2000         10  93.515427  22.797944   6.000000   0.000005
  0.001000   0.000500         10   0.000750          5       2000         10  94.102171  58.480455  60.000000   0.000000
  0.001000   0.000500          2   0.000750          5       2000         10  98.965351  50.513782  60.000000   0.000000
  0.002000   0.050000         10   0.000750          5       2000         10  38.078866   3.784679   0.300000   0.000100
  0.002000   0.050000          2   0.000750          5       2000         10  38.078866   3.574909   0.300000   0.000100
  0.002000   0.005000         10   0.000750          5       2000         10  93.188022  22.542941   3.000000   0.000010
  0.002000   0.005000          2   0.000750          5       2000         10  97.998154  17.426857   3.000000   0.000010
  0.002000   0.000500         10   0.000750          5       2000         10  98.380763  48.155979  30.000000   0.000001
  0.002000   0.000500          2   0.000750          5       2000         10 104.630633  40.289936  30.000000   0.000001
  0.003000   0.050000         10   0.000750          5       2000         10  32.280025   2.541458   0.200000   0.000150
  0.003000   0.050000          2   0.000750          5       2000         10  32.280025   2.483000   0.200000   0.000150
  0.003000   0.005000         10   0.000750          5       2000         10  95.934743  17.850268   2.000000   0.000015
  0.003000   0.005000          2   0.000750          5       2000         10  99.964036  15.175177   2.000000   0.000015
  0.003000   0.000500         10   0.000750          5       2000         10  96.464036  45.703929  20.000000   0.000002
  0.003000   0.000500          2   0.000750          5       2000         10 101.410253  35.717778  20.000000   0.000002
  0.000250   0.050000         10   0.000750          7       2000         10  49.819675  14.297000   2.400000   0.000013
  0.000250   0.050000          2   0.000750          7       2000         10  47.853944   9.856847   2.400000   0.000013
  0.000250   0.005000         10   0.000750          7       2000         10  63.639610  37.310769  24.000000   0.000001
  0.000250   0.005000          2   0.000750          7       2000         10  55.731499  28.969838  24.000000   0.000001
  0.000250   0.000500         10   0.000750          7       2000         10  40.902114  62.452923 200.000000   0.000000
  0.000250   0.000500          2   0.000750          7       2000         10  38.742344  53.701573 200.000000   0.000000
  0.001000   0.050000         10   0.000750          7       2000         10  36.138622   4.262235   0.600000   0.000050
  0.001000   0.050000          2   0.000750          7       2000         10  32.280025   3.821882   0.600000   0.000050
  0.001000   0.005000         10   0.000750          7       2000         10  59.682493  24.994259   6.000000   0.000005
  0.001000   0.005000          2   0.000750          7       2000         10  51.788030  17.607876   6.000000   0.000005
  0.001000   0.000500         10   0.000750          7       2000         10  51.652732  49.634245  60.000000   0.000000
  0.001000   0.000500          2   0.000750          7       2000         10  52.485221  40.337586  60.000000   0.000000
  0.002000   0.050000         10   0.000750          7       2000         10  17.492856   1.655600   0.300000   0.000100
  0.002000   0.050000          2   0.000750          7       2000         10  19.235384   1.554056   0.300000   0.000100
  0.002000   0.005000         10   0.000750          7       2000         10  51.788030  16.629592   3.000000   0.000010
  0.002000   0.005000          2   0.000750          7       2000         10  52.279017  13.650962   3.000000   0.000010
  0.002000   0.000500         10   0.000750          7       2000         10  59.682493  40.759418  30.000000   0.000001
  0.002000   0.000500          2   0.000750          7       2000         10  56.637593  33.569362  30.000000   0.000001
  0.003000   0.050000         10   0.000750          7       2000         10  11.401754   1.000000   0.200000   0.000150
  0.003000   0.050000          2   0.000750          7       2000         10  11.401754   1.000000   0.200000   0.000150
  0.003000   0.005000         10   0.000750          7       2000         10  47.900087  13.293516   2.000000   0.000015
  0.003000   0.005000          2   0.000750          7       2000         10  49.819675  10.467059   2.000000   0.000015
  0.003000   0.000500         10   0.000750          7       2000         10  65.620119  35.567286  20.000000   0.000002
  0.003000   0.000500          2   0.000750          7       2000         10  61.660360  30.202897  20.000000   0.000002
  0.000250   0.050000         10   0.001000          5       2000         10 112.176396  20.206170   3.200000   0.000013
  0.000250   0.050000          2   0.001000          5       2000         10  79.954890  15.089212   3.200000   0.000013
  0.000250   0.005000         10   0.001000          5       2000         10 124.193102  48.337391  32.000000   0.000001
  0.000250   0.005000          2   0.001000          5       2000         10 100.976290  38.989037  32.000000   0.000001
  0.000250   0.000500         10   0.001000          5       2000         10  64.984350  82.062529 200.000000   0.000000
  0.000250   0.000500          2   0.001000          5       2000         10  61.521302  72.469703 200.000000   0.000000
  0.001000   0.050000         10   0.001000          5       2000         10  63.832949   9.467381   0.800000   0.000050
  0.001000   0.050000          2   0.001000          5       2000         10  58.764448   8.101618   0.800000   0.000050
  0.001000   0.005000         10   0.001000          5       2000         10 108.091672  35.645278   8.000000   0.000005
  0.001000   0.005000          2   0.001000          5       2000         10 112.144826  28.662667   8.000000   0.000005
  0.001000   0.000500         10   0.001000          5       2000         10 102.813606  70.043317  80.000000   0.000000
  0.001000   0.000500          2   0.001000          5       2000         10 109.496162  57.492222  80.000000   0.000000
  0.002000   0.050000         10   0.001000          5       2000         10  43.931765   5.616022   0.400000   0.000100
  0.002000   0.050000          2   0.001000          5       2000         10  41.976184   4.987099   0.400000   0.000100
  0.002000   0.005000         10   0.001000          5       2000         10 114.236566  28.709571   4.000000   0.000010
  0.002000   0.005000          2   0.001000          5       2000         10 121.198220  19.196203   4.000000   0.000010
  0.002000   0.000500         10   0.001000          5       2000         10 113.654634  55.843825  40.000000   0.000001
  0.002000   0.000500          2   0.001000          5       2000         10 123.458364  47.575806  40.000000   0.000001
  0.003000   0.050000         10   0.001000          5       2000         10  36.138622   3.405406   0.266667   0.000150
  0.003000   0.050000          2   0.001000          5       2000         10  36.138622   3.260677   0.266667   0.000150
  0.003000   0.005000         10   0.001000          5       2000         10 114.540322  20.638495   2.666667   0.000015
  0.003000   0.005000          2   0.001000          5       2000         10 122.296334  17.071220   2.666667   0.000015
  0.003000   0.000500         10   0.001000          5       2000         10 123.893473 106.000000  26.666667   0.000002
  0.003000   0.000500          2   0.001000          5       2000         10 129.944569  38.914807  26.666667   0.000002
  0.000250   0.050000         10   0.001000          7       2000         10  64.086650  16.696117   3.200000   0.000013
  0.000250   0.050000          2   0.001000          7       2000         10  47.853944  12.497315   3.200000   0.000013
  0.000250   0.005000         10   0.001000          7       2000         10  66.265633  42.995714  32.000000   0.000001
  0.000250   0.005000          2   0.001000          7       2000         10  61.965064  33.594667  32.000000   0.000001
  0.000250   0.000500         10   0.001000          7       2000         10  45.146730  70.803243 200.000000   0.000000
  0.000250   0.000500          2   0.001000          7       2000         10  42.976428  60.308571 200.000000   0.000000
  0.001000   0.050000         10   0.001000          7       2000         10  38.078866   6.105838   0.800000   0.000050
  0.001000   0.050000          2   0.001000          7       2000         10  38.078866   5.355143   0.800000   0.000050
  0.001000   0.005000         10   0.001000          7       2000         10  63.639610  29.452713   8.000000   0.000005
  0.001000   0.005000          2   0.001000          7       2000         10  59.707080  20.638495   8.000000   0.000005
  0.001000   0.000500         10   0.001000          7       2000         10  64.483388  57.314016  80.000000   0.000000
  0.001000   0.000500          2   0.001000          7       2000         10  66.649573  39.891789  80.000000   0.000000
  0.002000   0.050000         10   0.001000          7       2000         10  26.570661   2.614000   0.400000   0.000100
  0.002000   0.050000          2   0.001000          7       2000         10  28.460499   2.474905   0.400000   0.000100
  0.002000   0.005000         10   0.001000          7       2000         10  63.686006  19.557033   4.000000   0.000010
  0.002000   0.005000          2   0.001000          7       2000         10  68.707944  15.699211   4.000000   0.000010
  0.002000   0.000500         10   0.001000          7       2000         10  69.707956  48.435046  40.000000   0.000001
  0.002000   0.000500          2   0.001000          7       2000         10  69.961390  38.235360  40.000000   0.000001
  0.003000   0.050000         10   0.001000          7       2000         10  15.811388   1.220722   0.266667   0.000150
  0.003000   0.050000          2   0.001000          7       2000         10  15.811388   1.165167   0.266667   0.000150
  0.003000   0.005000         10   0.001000          7       2000         10  62.146045  15.891474   2.666667   0.000015
  0.003000   0.005000          2   0.001000          7       2000         10  67.023975  13.097000   2.666667   0.000015
  0.003000   0.000500         10   0.001000          7       2000         10  65.620119  42.757660  26.666667   0.000002
  0.003000   0.000500          2   0.001000          7       2000         10  60.482233  33.773889  26.666667   0.000002
  0.000250   0.050000         10   0.000500          5       4000         10  89.754291  15.107299   1.600000   0.000013
  0.000250   0.050000          2   0.000500          5       4000         10  51.788030   9.262175   1.600000   0.000013
  0.000250   0.005000         10   0.000500          5       4000         10 117.050867  38.895678  16.000000   0.000001
  0.000250   0.005000          2   0.000500          5       4000         10  94.948876  31.570660  16.000000   0.000001
  0.000250   0.000500         10   0.000500          5       4000         10  63.379124  70.874318 160.000000   0.000000
  0.000250   0.000500          2   0.000500          5       4000         10  61.417309  61.977946 160.000000   0.000000
  0.001000   0.050000         10   0.000500          5       4000         10  43.931765   5.531467   0.400000   0.000050
  0.001000   0.050000          2   0.000500          5       4000         10  41.976184   4.789363   0.400000   0.000050
  0.001000   0.005000         10   0.000500          5       4000         10 102.332087  27.514135   4.000000   0.000005
  0.001000   0.005000          2   0.000500          5       4000         10 107.093879  18.508989   4.000000   0.000005
  0.001000   0.000500         10   0.000500          5       4000         10  92.949760  55.526000  40.000000   0.000000
  0.001000   0.000500          2   0.000500          5       4000         10  94.987232  47.174359  40.000000   0.000000
  0.002000   0.050000         10   0.000500          5       4000         10  32.280025   2.541458   0.200000   0.000100
  0.002000   0.050000          2   0.000500          5       4000         10  32.280025   2.475333   0.200000   0.000100
  0.002000   0.005000         10   0.000500          5       4000         10  98.270368  17.721931   2.000000   0.000010
  0.002000   0.005000          2   0.000500          5       4000         10 102.577564  14.997857   2.000000   0.000010
  0.002000   0.000500         10   0.000500          5       4000         10 123.625168  46.441000  20.000000   0.000001
  0.002000   0.000500          2   0.000500          5       4000         10 133.993135  66.000000  20.000000   0.000001
  0.003000   0.050000         10   0.000500          5       4000         10  21.023796   1.423424   0.133333   0.000150
  0.003000   0.050000          2   0.000500          5       4000         10  22.847319   1.432030   0.133333   0.000150
  0.003000   0.005000         10   0.000500          5       4000         10  89.086107  14.625620   1.333333   0.000015
  0.003000   0.005000          2   0.000500          5       4000         10  92.346906  11.697000   1.333333   0.000015
  0.003000   0.000500         10   0.000500          5       4000         10 114.813414  86.000000  13.333333   0.000002
  0.003000   0.000500          2   0.000500          5       4000         10 122.448189  33.910048  13.333333   0.000002
  0.000250   0.050000         10   0.000500          7       4000         10  45.891176  10.606098   1.600000   0.000013
  0.000250   0.050000          2   0.000500          7       4000         10  40.024992   7.623250   1.600000   0.000013
  0.000250   0.005000         10   0.000500          7       4000         10  63.639610  33.798592  16.000000   0.000001
  0.000250   0.005000          2   0.000500          7       4000         10  59.682493  26.767087  16.000000   0.000001
  0.000250   0.000500         10   0.000500          7       4000         10  42.035359  61.514817 160.000000   0.000000
  0.000250   0.000500          2   0.000500          7       4000         10  39.992085  53.479314 160.000000   0.000000
  0.001000   0.050000         10   0.000500          7       4000         10  26.570661   2.598650   0.400000   0.000050
  0.001000   0.050000          2   0.000500          7       4000         10  26.570661   2.427286   0.400000   0.000050
  0.001000   0.005000         10   0.000500          7       4000         10  53.758720  18.897692   4.000000   0.000005
  0.001000   0.005000          2   0.000500          7       4000         10  55.510989  15.222432   4.000000   0.000005
  0.001000   0.000500         10   0.000500          7       4000         10  63.080376  47.641373  40.000000   0.000000
  0.001000   0.000500          2   0.000500          7       4000         10  66.332129  37.753448  40.000000   0.000000
  0.002000   0.050000         10   0.000500          7       4000         10  11.401754   1.000000   0.200000   0.000100
  0.002000   0.050000          2   0.000500          7       4000         10  11.401754   1.000000   0.200000   0.000100
  0.002000   0.005000         10   0.000500          7       4000         10  47.853944  13.183626   2.000000   0.000010
  0.002000   0.005000          2   0.000500          7       4000         10  48.618245  10.237470   2.000000   0.000010
  0.002000   0.000500         10   0.000500          7       4000         10  69.584481  39.292982  20.000000   0.000001
  0.002000   0.000500          2   0.000500          7       4000         10  64.954626  28.997000  20.000000   0.000001
  0.003000   0.050000         10   0.000500          7       4000         10   1.000000   1.000000   0.133333   0.000150
  0.003000   0.050000          2   0.000500          7       4000         10   1.000000   1.000000   0.133333   0.000150
  0.003000   0.005000         10   0.000500          7       4000         10  41.976184   9.301826   1.333333   0.000015
  0.003000   0.005000          2   0.000500          7       4000         10  41.980401   7.835256   1.333333   0.000015
  0.003000   0.000500         10   0.000500          7       4000         10  63.639610  33.187376  13.333333   0.000002
  0.003000   0.000500          2   0.000500          7       4000         10  59.682493  27.515360  13.333333   0.000002
  0.000250   0.050000         10   0.000750          5       4000         10 120.459732  17.998235   2.400000   0.000013
  0.000250   0.050000          2   0.000750          5       4000         10  67.999500  12.843252   2.400000   0.000013
  0.000250   0.005000         10   0.000750          5       4000         10 170.743684  51.549050  24.000000   0.000001
  0.000250   0.005000          2   0.000750          5       4000         10 143.139125  50.000000  24.000000   0.000001
  0.000250   0.000500         10   0.000750          5       4000         10  74.153549  86.917692 200.000000   0.000000
  0.000250   0.000500          2   0.000750          5       4000         10  71.349351  76.602143 200.000000   0.000000
  0.001000   0.050000         10   0.000750          5       4000         10  46.233490   7.890324   0.600000   0.000050
  0.001000   0.050000          2   0.000750          5       4000         10  45.891176   6.950258   0.600000   0.000050
  0.001000   0.005000         10   0.000750          5       4000         10 132.509709  33.472513   6.000000   0.000005
  0.001000   0.005000          2   0.000750          5       4000         10 134.561934  24.516174   6.000000   0.000005
  0.001000   0.000500         10   0.000750          5       4000         10 124.337833  72.135952  60.000000   0.000000
  0.001000   0.000500          2   0.000750          5       4000         10 127.126077  56.876733  60.000000   0.000000
  0.002000   0.050000         10   0.000750          5       4000         10  38.078866   3.784679   0.300000   0.000100
  0.002000   0.050000          2   0.000750          5       4000         10  38.078866   3.574909   0.300000   0.000100
  0.002000   0.005000         10   0.000750          5       4000         10 128.322208  23.578679   3.000000   0.000010
  0.002000   0.005000          2   0.000750          5       4000         10 134.331576  17.628266   3.000000   0.000010
  0.002000   0.000500         10   0.000750          5       4000         10 152.179839  59.610638  30.000000   0.000001
  0.002000   0.000500          2   0.000750          5       4000         10 169.205971  43.601820  30.000000   0.000001
  0.003000   0.050000         10   0.000750          5       4000         10  32.280025   2.550793   0.200000   0.000150
  0.003000   0.050000          2   0.000750          5       4000         10  32.280025   2.483000   0.200000   0.000150
  0.003000   0.005000         10   0.000750          5       4000         10 122.448189  17.957007   2.000000   0.000015
  0.003000   0.005000          2   0.000750          5       4000         10 127.448064  15.283500   2.000000   0.000015
  0.003000   0.000500         10   0.000750          5       4000         10 146.620075  55.562148  20.000000   0.000002
  0.003000   0.000500          2   0.000750          5       4000         10 151.497225 114.000000  20.000000   0.000002
  0.000250   0.050000         10   0.000750          7       4000         10  62.799634  14.397000   2.400000   0.000013
  0.000250   0.050000          2   0.000750          7       4000         10  47.853944   9.858512   2.400000   0.000013
  0.000250   0.005000         10   0.000750          7       4000         10  83.945401  43.479633  24.000000   0.000001
  0.000250   0.005000          2   0.000750          7       4000         10  75.328838  30.797000  24.000000   0.000001
  0.000250   0.000500         10   0.000750          7       4000         10  48.880288  75.334795 200.000000   0.000000
  0.000250   0.000500          2   0.000750          7       4000         10  47.336926  65.992000 200.000000   0.000000
  0.001000   0.050000         10   0.000750          7       4000         10  36.138622   4.266149   0.600000   0.000050
  0.001000   0.050000          2   0.000750          7       4000         10  32.280025   3.821882   0.600000   0.000050
  0.001000   0.005000         10   0.000750          7       4000         10  73.489735  26.300541   6.000000   0.000005
  0.001000   0.005000          2   0.000750          7       4000         10  77.509643  18.195405   6.000000   0.000005
  0.001000   0.000500         10   0.000750          7       4000         10  77.457136  57.761405  60.000000   0.000000
  0.001000   0.000500          2   0.000750          7       4000         10  83.707006  48.038571  60.000000   0.000000
  0.002000   0.050000         10   0.000750          7       4000         10  17.492856   1.655600   0.300000   0.000100
  0.002000   0.050000          2   0.000750          7       4000         10  19.235384   1.554056   0.300000   0.000100
  0.002000   0.005000         10   0.000750          7       4000         10  71.199470  16.838842   3.000000   0.000010
  0.002000   0.005000          2   0.000750          7       4000         10  74.949376  13.843269   3.000000   0.000010
  0.002000   0.000500         10   0.000750          7       4000         10  74.980001  45.687692  30.000000   0.000001
  0.002000   0.000500          2   0.000750          7       4000         10  82.622881  37.771215  30.000000   0.000001
  0.003000   0.050000         10   0.000750          7       4000         10  11.401754   1.000000   0.200000   0.000150
  0.003000   0.050000          2   0.000750          7       4000         10  11.401754   1.000000   0.200000   0.000150
  0.003000   0.005000         10   0.000750          7       4000         10  54.624855  13.441111   2.000000   0.000015
  0.003000   0.005000          2   0.000750          7       4000         10  59.312209  10.584706   2.000000   0.000015
  0.003000   0.000500         10   0.000750          7       4000         10  81.348108  39.050236  20.000000   0.000002
  0.003000   0.000500          2   0.000750          7       4000         10  85.845235  32.479195  20.000000   0.000002
  0.000250   0.050000         10   0.001000          5       4000         10 141.811818  20.625053   3.200000   0.000013
  0.000250   0.050000          2   0.001000          5       4000         10  84.475370  15.090245   3.200000   0.000013
  0.000250   0.005000         10   0.001000          5       4000         10 204.215482  59.403411  32.000000   0.000001
  0.000250   0.005000          2   0.001000          5       4000         10 175.368795  41.215364  32.000000   0.000001
  0.000250   0.000500         10   0.001000          5       4000         10  82.735333  93.534154 200.000000   0.000000
  0.000250   0.000500          2   0.001000          5       4000         10  80.757071  85.300408 200.000000   0.000000
  0.001000   0.050000         10   0.001000          5       4000         10  65.221799   9.485641   0.800000   0.000050
  0.001000   0.050000          2   0.001000          5       4000         10  60.234993   8.129174   0.800000   0.000050
  0.001000   0.005000         10   0.001000          5       4000         10 151.033826  36.774028   8.000000   0.000005
  0.001000   0.005000          2   0.001000          5       4000         10 152.529566  29.807421   8.000000   0.000005
  0.001000   0.000500         10   0.001000          5       4000         10 142.084917  79.994775  80.000000   0.000000
  0.001000   0.000500          2   0.001000          5       4000         10 150.327827  68.743958  80.000000   0.000000
  0.002000   0.050000         10   0.001000          5       4000         10  43.931765   5.616022   0.400000   0.000100
  0.002000   0.050000          2   0.001000          5       4000         10  41.976184   4.987099   0.400000   0.000100
  0.002000   0.005000         10   0.001000          5       4000         10 150.504205  29.301111   4.000000   0.000010
  0.002000   0.005000          2   0.001000          5       4000         10 152.529566  19.445691   4.000000   0.000010
  0.002000   0.000500         10   0.001000          5       4000         10 177.887090  63.698557  40.000000   0.000001
  0.002000   0.000500          2   0.001000          5       4000         10 188.518735  52.952201  40.000000   0.000001
  0.003000   0.050000         10   0.001000          5       4000         10  36.138622   3.422780   0.266667   0.000150
  0.003000   0.050000          2   0.001000          5       4000         10  36.138622   3.260677   0.266667   0.000150
  0.003000   0.005000         10   0.001000          5       4000         10 143.572477  21.256421   2.666667   0.000015
  0.003000   0.005000          2   0.001000          5       4000         10 149.953334  17.193171   2.666667   0.000015
  0.003000   0.000500         10   0.001000          5       4000         10 208.711982  59.071707  26.666667   0.000002
  0.003000   0.000500          2   0.001000          5       4000         10 220.000990  46.011056  26.666667   0.000002
  0.000250   0.050000         10   0.001000          7       4000         10  83.281198  16.828614   3.200000   0.000013
  0.000250   0.050000          2   0.001000          7       4000         10  48.076282  12.497407   3.200000   0.000013
  0.000250   0.005000         10   0.001000          7       4000         10 100.438450  46.995714  32.000000   0.000001
  0.000250   0.005000          2   0.001000          7       4000         10  86.239836  90.000000  32.000000   0.000001
  0.000250   0.000500         10   0.001000          7       4000         10  59.865583  83.537215 200.000000   0.000000
  0.000250   0.000500          2   0.001000          7       4000         10  56.309414  74.392533 200.000000   0.000000
  0.001000   0.050000         10   0.001000          7       4000         10  38.078866   6.105838   0.800000   0.000050
  0.001000   0.050000          2   0.001000          7       4000         10  38.078866   5.355143   0.800000   0.000050
  0.001000   0.005000         10   0.001000          7       4000         10  91.198970  30.610615   8.000000   0.000005
  0.001000   0.005000          2   0.001000          7       4000         10  95.776506  22.238571   8.000000   0.000005
  0.001000   0.000500         10   0.001000          7       4000         10  81.486125  67.961203  80.000000   0.000000
  0.001000   0.000500          2   0.001000          7       4000         10  89.005113  55.294261  80.000000   0.000000
  0.002000   0.050000         10   0.001000          7       4000         10  26.570661   2.614000   0.400000   0.000100
  0.002000   0.050000          2   0.001000          7       4000         10  28.460499   2.474905   0.400000   0.000100
  0.002000   0.005000         10   0.001000          7       4000         10  89.726370  19.885444   4.000000   0.000010
  0.002000   0.005000          2   0.001000          7       4000         10  94.948876  15.943153   4.000000   0.000010
  0.002000   0.000500         10   0.001000          7       4000         10  95.460792  53.960345  40.000000   0.000001
  0.002000   0.000500          2   0.001000          7       4000         10  98.642712  50.000000  40.000000   0.000001
  0.003000   0.050000         10   0.001000          7       4000         10  15.811388   1.220722   0.266667   0.000150
  0.003000   0.050000          2   0.001000          7       4000         10  15.811388   1.165167   0.266667   0.000150
  0.003000   0.005000         10   0.001000          7       4000         10  78.513471  16.018065   2.666667   0.000015
  0.003000   0.005000          2   0.001000          7       4000         10  84.227593  13.197000   2.666667   0.000015
  0.003000   0.000500         10   0.001000          7       4000         10 103.965537 102.000000  26.666667   0.000002
  0.003000   0.000500          2   0.001000          7       4000         10 110.937950  94.000000  26.666667   0.000002
  0.000250   0.050000         10   0.000500          5       2000        100   1.000000   1.000000   1.600000   0.000013
  0.000250   0.050000          2   0.000500          5       2000        100   1.000000   1.000000   1.600000   0.000013
  0.000250   0.005000         10   0.000500          5       2000        100  61.660360  23.743500  16.000000   0.000001
  0.000250   0.005000          2   0.000500          5       2000        100  53.758720  18.133256  16.000000   0.000001
  0.000250   0.000500         10   0.000500          5       2000        100  36.373420  54.946783 160.000000   0.000000
  0.000250   0.000500          2   0.000500          5       2000        100  34.144383  46.736314 160.000000   0.000000
  0.001000   0.050000         10   0.000500          5       2000        100   1.000000   1.000000   0.400000   0.000050
  0.001000   0.050000          2   0.000500          5       2000        100   1.000000   1.000000   0.400000   0.000050
  0.001000   0.005000         10   0.000500          5       2000        100  36.138622   7.243250   4.000000   0.000005
  0.001000   0.005000          2   0.000500          5       2000        100  34.205263   5.549556   4.000000   0.000005
  0.001000   0.000500         10   0.000500          5       2000        100  51.788030  39.007213  40.000000   0.000000
  0.001000   0.000500          2   0.000500          5       2000        100  47.853944  30.968780  40.000000   0.000000
  0.002000   0.050000         10   0.000500          5       2000        100   1.000000   1.000000   0.200000   0.000100
  0.002000   0.050000          2   0.000500          5       2000        100   1.000000   1.000000   0.200000   0.000100
  0.002000   0.005000         10   0.000500          5       2000        100   1.000000   1.000000   2.000000   0.000010
  0.002000   0.005000          2   0.000500          5       2000        100   1.000000   1.000000   2.000000   0.000010
  0.002000   0.000500         10   0.000500          5       2000        100  61.660360  28.881389  20.000000   0.000001
  0.002000   0.000500          2   0.000500          5       2000        100  57.706152  22.647347  20.000000   0.000001
  0.003000   0.050000         10   0.000500          5       2000        100   1.000000   1.000000   0.133333   0.000150
  0.003000   0.050000          2   0.000500          5       2000        100   1.000000   1.000000   0.133333   0.000150
  0.003000   0.005000         10   0.000500          5       2000        100   1.000000   1.000000   1.333333   0.000015
  0.003000   0.005000          2   0.000500          5       2000        100   1.000000   1.000000   1.333333   0.000015
  0.003000   0.000500         10   0.000500          5       2000        100  61.660360  22.071169  13.333333   0.000002
  0.003000   0.000500          2   0.000500          5       2000        100  53.758720  17.039318  13.333333   0.000002
  0.000250   0.050000         10   0.000500          7       2000        100   1.000000   1.000000   1.600000   0.000013
  0.000250   0.050000          2   0.000500          7       2000        100   1.000000   1.000000   1.600000   0.000013
  0.000250   0.005000         10   0.000500          7       2000        100  10.295630   1.973000  16.000000   0.000001
  0.000250   0.005000          2   0.000500          7       2000        100   1.000000   1.000000  16.000000   0.000001
  0.000250   0.000500         10   0.000500          7       2000        100  17.492856  27.530667 160.000000   0.000000
  0.000250   0.000500          2   0.000500          7       2000        100  15.811388  23.597714 160.000000   0.000000
  0.001000   0.050000         10   0.000500          7       2000        100   1.000000   1.000000   0.400000   0.000050
  0.001000   0.050000          2   0.000500          7       2000        100   1.000000   1.000000   0.400000   0.000050
  0.001000   0.005000         10   0.000500          7       2000        100   1.000000   1.000000   4.000000   0.000005
  0.001000   0.005000          2   0.000500          7       2000        100   1.000000   1.000000   4.000000   0.000005
